pair,count
"('やり', '混成')",1
"('たい', '混成')",1
"('と', '混成')",1
"('思う', '混成')",1
"('くらい', '混成')",1
"('で', '混成')",1
"('ある', '混成')",1
"('旅団', '猫')",1
"('猫', '組織')",1
"('猫', '露西亜')",1
"('兵', '猫')",1
"('引っ掻い', '猫')",1
"('旅団', '組織')",1
"('し', '旅団')",1
"('旅団', '露西亜')",1
"('兵', '旅団')",1
"('引っ掻い', '旅団')",1
"('やり', '旅団')",1
"('たい', '旅団')",1
"('と', '旅団')",1
"('思う', '旅団')",1
"('くらい', '旅団')",1
"('で', '旅団')",1
"('ある', '旅団')",1
"('し', '組織')",1
"('組織', '露西亜')",1
"('兵', '組織')",1
"('引っ掻い', '組織')",1
"('やり', '組織')",1
"('たい', '組織')",1
"('と', '組織')",1
"('思う', '組織')",1
"('くらい', '組織')",1
"('で', '組織')",1
"('ある', '組織')",1
"('し', '露西亜')",1
"('し', '兵')",1
"('し', '引っ掻い')",1
"('兵', '露西亜')",1
"('引っ掻い', '露西亜')",1
"('やり', '露西亜')",1
"('たい', '露西亜')",1
"('と', '露西亜')",1
"('思う', '露西亜')",1
"('くらい', '露西亜')",1
"('で', '露西亜')",1
"('ある', '露西亜')",1
"('兵', '引っ掻い')",1
"('やり', '兵')",1
"('たい', '兵')",1
"('と', '兵')",1
"('兵', '思う')",1
"('くらい', '兵')",1
"('で', '兵')",1
"('ある', '兵')",1
"('やり', '引っ掻い')",1
"('たい', '引っ掻い')",1
"('と', '引っ掻い')",1
"('引っ掻い', '思う')",1
"('くらい', '引っ掻い')",1
"('で', '引っ掻い')",1
"('ある', '引っ掻い')",1
"('やり', '思う')",1
"('くらい', 'やり')",1
"('たい', '思う')",1
"('くらい', 'たい')",1
"('人', '昔')",1
"('当時', '昔')",1
"('昔', '有名')",1
"('な', '昔')",1
"('昔', '禅師')",1
"('向っ', '昔')",1
"('どう', '昔')",1
"('悟れ', '昔')",1
"('ましょう', '昔')",1
"('昔', '聞い')",1
"('昔', '鼠')",1
"('を', '昔')",1
"('昔', '覘')",1
"('う', '昔')",1
"('よう', '昔')",1
"('さ', '昔')",1
"('しゃれ', '昔')",1
"('昔', '答え')",1
"('た', '昔')",1
"('ある', '当時')",1
"('ある', '有名')",1
"('ある', '禅師')",1
"('ある', '向っ')",1
"('ある', '悟れ')",1
"('ある', 'ましょう')",1
"('ある', '聞い')",1
"('ある', '覘')",1
"('ある', 'う')",1
"('ある', 'しゃれ')",1
"('人', '当時')",1
"('人', '有名')",1
"('人', '禅師')",1
"('人', '向っ')",1
"('どう', '人')",1
"('人', '悟れ')",1
"('ましょう', '人')",1
"('人', '聞い')",1
"('人', '鼠')",1
"('人', '覘')",1
"('う', '人')",1
"('さ', '人')",1
"('しゃれ', '人')",1
"('人', '答え')",1
"('そう', '人')",1
"('当時', '有名')",1
"('な', '当時')",1
"('当時', '禅師')",1
"('向っ', '当時')",1
"('どう', '当時')",1
"('当時', '悟れ')",1
"('ましょう', '当時')",1
"('当時', '聞い')",1
"('当時', '鼠')",1
"('を', '当時')",1
"('当時', '覘')",1
"('う', '当時')",1
"('よう', '当時')",1
"('さ', '当時')",1
"('しゃれ', '当時')",1
"('当時', '答え')",1
"('そう', '当時')",1
"('な', '有名')",1
"('有名', '禅師')",1
"('向っ', '有名')",1
"('て', '有名')",1
"('どう', '有名')",1
"('悟れ', '有名')",1
"('ましょう', '有名')",1
"('有名', '聞い')",1
"('有名', '鼠')",1
"('を', '有名')",1
"('有名', '覘')",1
"('う', '有名')",1
"('よう', '有名')",1
"('さ', '有名')",1
"('しゃれ', '有名')",1
"('有名', '答え')",1
"('そう', '有名')",1
"('だ', '有名')",1
"('な', '禅師')",1
"('な', '悟れ')",1
"('な', '鼠')",1
"('な', '覘')",1
"('う', 'な')",1
"('しゃれ', 'な')",1
"('向っ', '禅師')",1
"('て', '禅師')",1
"('どう', '禅師')",1
"('悟れ', '禅師')",1
"('ましょう', '禅師')",1
"('禅師', '聞い')",1
"('猫', '禅師')",1
"('が', '禅師')",1
"('禅師', '鼠')",1
"('を', '禅師')",1
"('禅師', '覘')",1
"('う', '禅師')",1
"('よう', '禅師')",1
"('さ', '禅師')",1
"('しゃれ', '禅師')",1
"('禅師', '答え')",1
"('た', '禅師')",1
"('そう', '禅師')",1
"('だ', '禅師')",1
"('どう', '向っ')",1
"('向っ', '悟れ')",1
"('ましょう', '向っ')",1
"('向っ', '聞い')",1
"('向っ', '鼠')",1
"('向っ', '覘')",1
"('う', '向っ')",1
"('しゃれ', '向っ')",1
"('向っ', '答え')",1
"('た', '向っ')",1
"('そう', '向っ')",1
"('だ', '向っ')",1
"('て', '悟れ')",1
"('て', '覘')",1
"('う', 'て')",1
"('しゃれ', 'て')",1
"('どう', '悟れ')",1
"('どう', '聞い')",1
"('どう', '覘')",1
"('う', 'どう')",1
"('さ', 'どう')",1
"('しゃれ', 'どう')",1
"('ましょう', '悟れ')",1
"('悟れ', '聞い')",1
"('悟れ', '猫')",1
"('が', '悟れ')",1
"('悟れ', '鼠')",1
"('を', '悟れ')",1
"('悟れ', '覘')",1
"('う', '悟れ')",1
"('よう', '悟れ')",1
"('さ', '悟れ')",1
"('しゃれ', '悟れ')",1
"('悟れ', '答え')",1
"('た', '悟れ')",1
"('そう', '悟れ')",1
"('だ', '悟れ')",1
"('ましょう', '聞い')",1
"('ましょう', '鼠')",1
"('ましょう', '覘')",1
"('う', 'ましょう')",1
"('ましょう', 'よう')",1
"('さ', 'ましょう')",1
"('しゃれ', 'ましょう')",1
"('ましょう', '答え')",1
"('そう', 'ましょう')",1
"('聞い', '鼠')",1
"('聞い', '覘')",1
"('う', '聞い')",1
"('よう', '聞い')",1
"('さ', '聞い')",1
"('しゃれ', '聞い')",1
"('答え', '聞い')",1
"('そう', '聞い')",1
"('猫', '覘')",1
"('う', '猫')",1
"('しゃれ', '猫')",1
"('が', '覘')",1
"('う', 'が')",1
"('が', 'しゃれ')",1
"('覘', '鼠')",1
"('う', '鼠')",1
"('しゃれ', '鼠')",1
"('答え', '鼠')",1
"('を', '覘')",1
"('う', 'を')",1
"('しゃれ', 'を')",1
"('う', '覘')",1
"('よう', '覘')",1
"('さ', '覘')",1
"('しゃれ', '覘')",1
"('答え', '覘')",1
"('た', '覘')",1
"('そう', '覘')",1
"('だ', '覘')",1
"('う', 'よう')",1
"('う', 'さ')",1
"('う', 'しゃれ')",1
"('う', '答え')",1
"('う', 'た')",1
"('う', 'そう')",1
"('う', 'だ')",1
"('しゃれ', 'よう')",1
"('さ', 'しゃれ')",1
"('しゃれ', '答え')",1
"('しゃれ', 'た')",1
"('しゃれ', 'そう')",1
"('しゃれ', 'だ')",1
"('とる', '猫')",1
"('外', '猫')",1
"('ずれ', '猫')",1
"('っこ', '猫')",1
"('ござら', '猫')",1
"('が', 'とる')",1
"('が', '外')",1
"('が', 'ずれ')",1
"('が', 'っこ')",1
"('が', 'ござら')",1
"('とる', '鼠')",1
"('かく', '鼠')",1
"('外', '鼠')",1
"('ずれ', '鼠')",1
"('っこ', '鼠')",1
"('ござら', '鼠')",1
"('ぬ', '鼠')",1
"('意味', '鼠')",1
"('とる', 'を')",1
"('を', '外')",1
"('ずれ', 'を')",1
"('っこ', 'を')",1
"('ござら', 'を')",1
"('とる', 'よう')",1
"('とる', 'に')",1
"('かく', 'とる')",1
"('さえ', 'とる')",1
"('すれ', 'とる')",1
"('とる', 'ば')",1
"('とる', '外')",1
"('ずれ', 'とる')",1
"('っこ', 'とる')",1
"('ござら', 'とる')",1
"('とる', 'ぬ')",1
"('とる', '云う')",1
"('とる', '意味')",1
"('で', 'とる')",1
"('ある', 'とる')",1
"('かく', 'よう')",1
"('すれ', 'よう')",1
"('よう', '外')",1
"('ずれ', 'よう')",1
"('っこ', 'よう')",1
"('ござら', 'よう')",1
"('よう', '意味')",1
"('に', '外')",1
"('ずれ', 'に')",1
"('っこ', 'に')",1
"('ござら', 'に')",1
"('かく', 'さえ')",1
"('かく', 'すれ')",1
"('かく', '外')",1
"('かく', 'ずれ')",1
"('かく', 'っこ')",1
"('かく', 'ござら')",1
"('かく', 'ぬ')",1
"('かく', '云う')",1
"('かく', '意味')",1
"('さえ', '外')",1
"('さえ', 'ずれ')",1
"('さえ', 'っこ')",1
"('ござら', 'さえ')",1
"('さえ', '意味')",1
"('すれ', '外')",1
"('すれ', 'ずれ')",1
"('すれ', 'っこ')",1
"('ござら', 'すれ')",1
"('すれ', 'ぬ')",1
"('すれ', '意味')",1
"('ある', 'すれ')",1
"('ば', '外')",1
"('ずれ', 'ば')",1
"('っこ', 'ば')",1
"('ござら', 'ば')",1
"('ば', '意味')",1
"('ずれ', '外')",1
"('っこ', '外')",1
"('ござら', '外')",1
"('ぬ', '外')",1
"('云う', '外')",1
"('外', '意味')",1
"('で', '外')",1
"('ある', '外')",1
"('ずれ', 'っこ')",1
"('ござら', 'ずれ')",1
"('ずれ', 'ぬ')",1
"('ずれ', '云う')",1
"('ずれ', '意味')",1
"('ずれ', 'で')",1
"('ある', 'ずれ')",1
"('ござら', 'っこ')",1
"('っこ', 'ぬ')",1
"('っこ', '云う')",1
"('っこ', '意味')",1
"('っこ', 'で')",1
"('ある', 'っこ')",1
"('ござら', 'ぬ')",1
"('ござら', '云う')",1
"('ござら', '意味')",1
"('ござら', 'で')",1
"('ある', 'ござら')",1
"('ぬ', '意味')",1
"('云う', '意味')",1
"('女', '諺')",1
"('ある', '女')",1
"('女', '鼠捕り')",1
"('女', '損う')",1
"('女', '格言')",1
"('まだ', '女')",1
"('女', '無い')",1
"('はず', '女')",1
"('だ', '女')",1
"('賢しゅう', '賢しゅう')",1
"('ある', '諺')",1
"('が', '諺')",1
"('猫', '諺')",1
"('諺', '鼠捕り')",1
"('損う', '諺')",1
"('格言', '諺')",1
"('まだ', '諺')",1
"('無い', '諺')",1
"('はず', '諺')",1
"('だ', '諺')",1
"('ある', '鼠捕り')",1
"('ある', '損う')",1
"('ある', '無い')",1
"('が', '鼠捕り')",1
"('が', '損う')",1
"('が', '無い')",1
"('猫', '鼠捕り')",1
"('損う', '猫')",1
"('無い', '猫')",1
"('損う', '鼠捕り')",1
"('格言', '鼠捕り')",1
"('まだ', '鼠捕り')",1
"('無い', '鼠捕り')",1
"('はず', '鼠捕り')",1
"('だ', '鼠捕り')",1
"('損う', '格言')",1
"('まだ', '損う')",1
"('損う', '無い')",1
"('はず', '損う')",1
"('だ', '損う')",1
"('まだ', '格言')",1
"('格言', '無い')",1
"('はず', '格言')",1
"('だ', '格言')",1
"('まだ', '無い')",1
"('はず', '無い')",1
"('だ', '無い')",1
"('だ', 'はず')",1
"('何', '籠')",1
"('籠', '釣る')",1
"('す', '籠')",1
"('か', '籠')",1
"('家', '籠')",1
"('来', '籠')",1
"('たて', '籠')",1
"('一向', '籠')",1
"('籠', '要領')",1
"('得', '籠')",1
"('なかっ', '籠')",1
"('が', '籠')",1
"('猫', '籠')",1
"('手', '籠')",1
"('届か', '籠')",1
"('ぬ', '籠')",1
"('わざと', '籠')",1
"('籠', '食物')",1
"('ここ', '籠')",1
"('入れる', '籠')",1
"('と', '籠')",1
"('云う', '籠')",1
"('知っ', '籠')",1
"('て', '籠')",1
"('から', '籠')",1
"('人間', '籠')",1
"('意地', '籠')",1
"('悪い', '籠')",1
"('しみじみ', '籠')",1
"('感じ', '籠')",1
"('何', '釣る')",1
"('す', '何')",1
"('何', '家')",1
"('たて', '何')",1
"('一向', '何')",1
"('何', '要領')",1
"('何', '得')",1
"('なかっ', '何')",1
"('何', '手')",1
"('何', '届か')",1
"('ぬ', '何')",1
"('わざと', '何')",1
"('何', '食物')",1
"('ここ', '何')",1
"('何', '入れる')",1
"('云う', '何')",1
"('何', '知っ')",1
"('何', '意地')",1
"('何', '悪い')",1
"('しみじみ', '何')",1
"('す', '釣る')",1
"('か', '釣る')",1
"('家', '釣る')",1
"('来', '釣る')",1
"('たて', '釣る')",1
"('一向', '釣る')",1
"('要領', '釣る')",1
"('得', '釣る')",1
"('なかっ', '釣る')",1
"('が', '釣る')",1
"('猫', '釣る')",1
"('手', '釣る')",1
"('届か', '釣る')",1
"('ぬ', '釣る')",1
"('わざと', '釣る')",1
"('釣る', '食物')",1
"('ここ', '釣る')",1
"('入れる', '釣る')",1
"('と', '釣る')",1
"('云う', '釣る')",1
"('知っ', '釣る')",1
"('て', '釣る')",1
"('から', '釣る')",1
"('人間', '釣る')",1
"('意地', '釣る')",1
"('悪い', '釣る')",1
"('しみじみ', '釣る')",1
"('感じ', '釣る')",1
"('す', 'たて')",1
"('す', '一向')",1
"('す', '要領')",1
"('す', '得')",1
"('す', 'なかっ')",1
"('す', '手')",1
"('す', '届か')",1
"('す', 'わざと')",1
"('す', '食物')",1
"('ここ', 'す')",1
"('す', '入れる')",1
"('す', '知っ')",1
"('す', '人間')",1
"('す', '意地')",1
"('す', '悪い')",1
"('しみじみ', 'す')",1
"('す', '感じ')",1
"('か', 'たて')",1
"('か', '一向')",1
"('か', '要領')",1
"('か', '得')",1
"('か', 'なかっ')",1
"('か', '手')",1
"('か', '届か')",1
"('か', 'わざと')",1
"('か', '食物')",1
"('か', '知っ')",1
"('か', '意地')",1
"('か', '悪い')",1
"('か', 'しみじみ')",1
"('家', '来')",1
"('たて', '家')",1
"('一向', '家')",1
"('家', '要領')",1
"('家', '得')",1
"('なかっ', '家')",1
"('家', '手')",1
"('家', '届か')",1
"('ぬ', '家')",1
"('わざと', '家')",1
"('家', '食物')",1
"('入れる', '家')",1
"('人間', '家')",1
"('家', '意地')",1
"('家', '悪い')",1
"('しみじみ', '家')",1
"('家', '感じ')",1
"('たて', '来')",1
"('一向', '来')",1
"('来', '要領')",1
"('得', '来')",1
"('なかっ', '来')",1
"('手', '来')",1
"('届か', '来')",1
"('ぬ', '来')",1
"('わざと', '来')",1
"('来', '食物')",1
"('ここ', '来')",1
"('入れる', '来')",1
"('来', '知っ')",1
"('意地', '来')",1
"('悪い', '来')",1
"('しみじみ', '来')",1
"('感じ', '来')",1
"('たて', '一向')",1
"('たて', '要領')",1
"('たて', '得')",1
"('たて', 'なかっ')",1
"('が', 'たて')",1
"('たて', '猫')",1
"('たて', '手')",1
"('たて', '届か')",1
"('たて', 'ぬ')",1
"('たて', 'わざと')",1
"('たて', '食物')",1
"('ここ', 'たて')",1
"('たて', '入れる')",1
"('たて', 'と')",1
"('たて', '云う')",1
"('たて', '知っ')",1
"('たて', 'て')",1
"('から', 'たて')",1
"('たて', '人間')",1
"('たて', '意地')",1
"('たて', '悪い')",1
"('しみじみ', 'たて')",1
"('たて', '感じ')",1
"('一向', '要領')",1
"('一向', '得')",1
"('なかっ', '一向')",1
"('が', '一向')",1
"('一向', '猫')",1
"('一向', '手')",1
"('一向', '届か')",1
"('ぬ', '一向')",1
"('わざと', '一向')",1
"('一向', '食物')",1
"('ここ', '一向')",1
"('一向', '入れる')",1
"('と', '一向')",1
"('一向', '云う')",1
"('一向', '知っ')",1
"('て', '一向')",1
"('から', '一向')",1
"('一向', '人間')",1
"('一向', '意地')",1
"('一向', '悪い')",1
"('しみじみ', '一向')",1
"('一向', '感じ')",1
"('得', '要領')",1
"('なかっ', '要領')",1
"('が', '要領')",1
"('猫', '要領')",1
"('手', '要領')",1
"('届か', '要領')",1
"('ぬ', '要領')",1
"('わざと', '要領')",1
"('要領', '食物')",1
"('ここ', '要領')",1
"('入れる', '要領')",1
"('と', '要領')",1
"('云う', '要領')",1
"('知っ', '要領')",1
"('て', '要領')",1
"('から', '要領')",1
"('人間', '要領')",1
"('意地', '要領')",1
"('悪い', '要領')",1
"('しみじみ', '要領')",1
"('感じ', '要領')",1
"('なかっ', '得')",1
"('が', '得')",1
"('得', '手')",1
"('届か', '得')",1
"('ぬ', '得')",1
"('わざと', '得')",1
"('得', '食物')",1
"('ここ', '得')",1
"('入れる', '得')",1
"('云う', '得')",1
"('得', '知っ')",1
"('から', '得')",1
"('人間', '得')",1
"('得', '意地')",1
"('得', '悪い')",1
"('しみじみ', '得')",1
"('得', '感じ')",1
"('なかっ', '手')",1
"('なかっ', '届か')",1
"('なかっ', 'ぬ')",1
"('なかっ', 'わざと')",1
"('なかっ', '食物')",1
"('ここ', 'なかっ')",1
"('なかっ', '入れる')",1
"('なかっ', '云う')",1
"('なかっ', '知っ')",1
"('なかっ', '意地')",1
"('なかっ', '悪い')",1
"('しみじみ', 'なかっ')",1
"('なかっ', '感じ')",1
"('が', '手')",1
"('が', '届か')",1
"('が', 'わざと')",1
"('が', '食物')",1
"('が', '意地')",1
"('が', '悪い')",1
"('が', 'しみじみ')",1
"('手', '猫')",1
"('届か', '猫')",1
"('わざと', '猫')",1
"('猫', '食物')",1
"('意地', '猫')",1
"('悪い', '猫')",1
"('しみじみ', '猫')",1
"('届か', '手')",1
"('ぬ', '手')",1
"('わざと', '手')",1
"('手', '食物')",1
"('ここ', '手')",1
"('入れる', '手')",1
"('と', '手')",1
"('云う', '手')",1
"('手', '知っ')",1
"('て', '手')",1
"('から', '手')",1
"('人間', '手')",1
"('意地', '手')",1
"('悪い', '手')",1
"('しみじみ', '手')",1
"('感じ', '手')",1
"('ぬ', '届か')",1
"('わざと', '届か')",1
"('届か', '食物')",1
"('ここ', '届か')",1
"('入れる', '届か')",1
"('と', '届か')",1
"('云う', '届か')",1
"('届か', '知っ')",1
"('て', '届か')",1
"('から', '届か')",1
"('人間', '届か')",1
"('届か', '意地')",1
"('届か', '悪い')",1
"('しみじみ', '届か')",1
"('届か', '感じ')",1
"('ぬ', 'わざと')",1
"('ぬ', '食物')",1
"('ここ', 'ぬ')",1
"('ぬ', '入れる')",1
"('ぬ', '知っ')",1
"('ぬ', '意地')",1
"('ぬ', '悪い')",1
"('しみじみ', 'ぬ')",1
"('ぬ', '感じ')",1
"('わざと', '食物')",1
"('ここ', 'わざと')",1
"('わざと', '入れる')",1
"('と', 'わざと')",1
"('わざと', '云う')",1
"('わざと', '知っ')",1
"('て', 'わざと')",1
"('から', 'わざと')",1
"('わざと', '人間')",1
"('わざと', '意地')",1
"('わざと', '悪い')",1
"('しみじみ', 'わざと')",1
"('わざと', '感じ')",1
"('ここ', '食物')",1
"('入れる', '食物')",1
"('と', '食物')",1
"('云う', '食物')",1
"('知っ', '食物')",1
"('て', '食物')",1
"('から', '食物')",1
"('人間', '食物')",1
"('意地', '食物')",1
"('悪い', '食物')",1
"('しみじみ', '食物')",1
"('感じ', '食物')",1
"('ここ', '入れる')",1
"('ここ', '知っ')",1
"('ここ', '意地')",1
"('ここ', '悪い')",1
"('ここ', 'しみじみ')",1
"('ここ', '感じ')",1
"('と', '入れる')",1
"('云う', '入れる')",1
"('入れる', '知っ')",1
"('て', '入れる')",1
"('から', '入れる')",1
"('入れる', '意地')",1
"('入れる', '悪い')",1
"('しみじみ', '入れる')",1
"('入れる', '感じ')",1
"('と', '意地')",1
"('と', '悪い')",1
"('しみじみ', 'と')",1
"('と', '感じ')",1
"('云う', '意地')",1
"('云う', '悪い')",1
"('しみじみ', '云う')",1
"('云う', '感じ')",1
"('人間', '知っ')",1
"('意地', '知っ')",1
"('悪い', '知っ')",1
"('しみじみ', '知っ')",1
"('感じ', '知っ')",1
"('て', '意地')",1
"('て', '悪い')",1
"('しみじみ', 'て')",1
"('から', '意地')",1
"('から', '悪い')",1
"('から', 'しみじみ')",1
"('人間', '意地')",1
"('人間', '悪い')",1
"('しみじみ', '人間')",1
"('悪い', '意地')",1
"('しみじみ', '意地')",1
"('意地', '感じ')",1
"('しみじみ', '悪い')",1
"('悪い', '感じ')",1
"('しみじみ', '感じ')",1
"('どう', '中')",1
"('どう', '東郷')",1
"('どう', '大将')",1
"('しか', 'どう')",1
"('し', '東郷')",1
"('し', '大将')",1
"('し', 'しか')",1
"('て', '東郷')",1
"('て', '大将')",1
"('しか', 'て')",1
"('も', '東郷')",1
"('も', '大将')",1
"('しか', 'も')",1
"('東郷', '猫')",1
"('大将', '猫')",1
"('しか', '猫')",1
"('中', '東郷')",1
"('中', '大将')",1
"('しか', '中')",1
"('中', '思わ')",1
"('れ', '中')",1
"('の', '東郷')",1
"('の', '大将')",1
"('しか', 'の')",1
"('大将', '東郷')",1
"('と', '東郷')",1
"('しか', '東郷')",1
"('思わ', '東郷')",1
"('れ', '東郷')",1
"('ない', '東郷')",1
"('と', '大将')",1
"('しか', '大将')",1
"('大将', '思わ')",1
"('れ', '大将')",1
"('ない', '大将')",1
"('しか', 'と')",1
"('しか', '思わ')",1
"('しか', 'れ')",1
"('しか', 'ない')",1
"('こう', '六')",1
"('六', '暑く')",1
"('いえ', '六')",1
"('ど', '六')",1
"('やり', '六')",1
"('六', '切れ')",1
"('こう', '暑く')",1
"('いえ', 'こう')",1
"('こう', 'ど')",1
"('こう', 'やり')",1
"('こう', '切れ')",1
"('て', '暑く')",1
"('は', '暑く')",1
"('暑く', '猫')",1
"('と', '暑く')",1
"('いえ', '暑く')",1
"('ど', '暑く')",1
"('も', '暑く')",1
"('やり', '暑く')",1
"('切れ', '暑く')",1
"('ない', '暑く')",1
"('いえ', '切れ')",1
"('ど', '切れ')",1
"('やり', '切れ')",1
"('人間', '年中')",1
"('人間', '春夏')",1
"('人間', '秋冬')",1
"('人間', '枚')",1
"('人間', '看板')",1
"('人間', '押し通す')",1
"('人間', '至って')",1
"('人間', '単純')",1
"('人間', '無事')",1
"('人間', '銭')",1
"('かから', '人間')",1
"('人間', '生涯')",1
"('人間', '送っ')",1
"('人間', '思わ')",1
"('れる', '人間')",1
"('いくら', '人間')",1
"('人間', '相応')",1
"('人間', '暑')",1
"('人間', '寒')",1
"('から', '年中')",1
"('から', '春夏')",1
"('から', '秋冬')",1
"('から', '枚')",1
"('から', '看板')",1
"('から', '押し通す')",1
"('から', '至って')",1
"('から', '単純')",1
"('から', '無事')",1
"('から', '銭')",1
"('かから', 'から')",1
"('から', '送っ')",1
"('いくら', 'から')",1
"('から', '相応')",1
"('から', '暑')",1
"('から', '寒')",1
"('年中', '見')",1
"('春夏', '見')",1
"('秋冬', '見')",1
"('枚', '見')",1
"('看板', '見')",1
"('押し通す', '見')",1
"('至って', '見')",1
"('単純', '見')",1
"('無事', '見')",1
"('見', '銭')",1
"('かから', '見')",1
"('生涯', '見')",1
"('見', '送っ')",1
"('思わ', '見')",1
"('いくら', '見')",1
"('相応', '見')",1
"('暑', '見')",1
"('寒', '見')",1
"('感じ', '見')",1
"('たら', '年')",1
"('たら', '年中')",1
"('たら', '同じ')",1
"('たら', '春夏')",1
"('たら', '秋冬')",1
"('たら', '一')",1
"('たら', '枚')",1
"('たら', '看板')",1
"('たら', '押し通す')",1
"('たら', '至って')",1
"('たら', '単純')",1
"('たら', '無事')",1
"('たら', '銭')",1
"('かから', 'たら')",1
"('たら', '生涯')",1
"('たら', '送っ')",1
"('たら', '思わ')",1
"('たら', 'れる')",1
"('たら', '知れ')",1
"('いくら', 'たら')",1
"('たら', '相応')",1
"('たら', '暑')",1
"('たら', '寒')",1
"('たら', '感じ')",1
"('など', '年')",1
"('など', '年中')",1
"('など', '同じ')",1
"('など', '春夏')",1
"('など', '秋冬')",1
"('など', '枚')",1
"('など', '看板')",1
"('など', '押し通す')",1
"('など', '至って')",1
"('など', '無事')",1
"('など', '銭')",1
"('かから', 'など')",1
"('など', '思わ')",1
"('など', '知れ')",1
"('いくら', 'など')",1
"('など', '相応')",1
"('など', '暑')",1
"('など', '寒')",1
"('など', '感じ')",1
"('年', '年中')",1
"('年', '顔')",1
"('年', '春夏')",1
"('年', '秋冬')",1
"('年', '枚')",1
"('年', '看板')",1
"('年', '押し通す')",1
"('年', '至って')",1
"('単純', '年')",1
"('年', '無事')",1
"('年', '銭')",1
"('かから', '年')",1
"('年', '生涯')",1
"('年', '送っ')",1
"('年', '思わ')",1
"('れる', '年')",1
"('いくら', '年')",1
"('って', '年')",1
"('年', '相応')",1
"('年', '暑')",1
"('寒', '年')",1
"('年', '感じ')",1
"('同じ', '年中')",1
"('年中', '顔')",1
"('し', '年中')",1
"('年中', '春夏')",1
"('年中', '秋冬')",1
"('一', '年中')",1
"('年中', '枚')",1
"('年中', '看板')",1
"('で', '年中')",1
"('年中', '押し通す')",1
"('年中', '至って')",1
"('単純', '年中')",1
"('年中', '無事')",1
"('年中', '銭')",1
"('かから', '年中')",1
"('年中', '生涯')",1
"('年中', '送っ')",1
"('いる', '年中')",1
"('よう', '年中')",1
"('年中', '思わ')",1
"('れる', '年中')",1
"('か', '年中')",1
"('も', '年中')",1
"('年中', '知れ')",1
"('いくら', '年中')",1
"('だ', '年中')",1
"('って', '年中')",1
"('年中', '相応')",1
"('年中', '暑')",1
"('寒', '年中')",1
"('年中', '感じ')",1
"('ある', '年中')",1
"('同じ', '春夏')",1
"('同じ', '秋冬')",1
"('同じ', '枚')",1
"('同じ', '看板')",1
"('同じ', '押し通す')",1
"('同じ', '至って')",1
"('単純', '同じ')",1
"('同じ', '無事')",1
"('同じ', '銭')",1
"('かから', '同じ')",1
"('同じ', '生涯')",1
"('同じ', '送っ')",1
"('同じ', '思わ')",1
"('れる', '同じ')",1
"('いくら', '同じ')",1
"('って', '同じ')",1
"('同じ', '相応')",1
"('同じ', '暑')",1
"('同じ', '寒')",1
"('同じ', '感じ')",1
"('春夏', '顔')",1
"('秋冬', '顔')",1
"('一', '顔')",1
"('枚', '顔')",1
"('看板', '顔')",1
"('押し通す', '顔')",1
"('至って', '顔')",1
"('単純', '顔')",1
"('無事', '顔')",1
"('銭', '顔')",1
"('かから', '顔')",1
"('生涯', '顔')",1
"('送っ', '顔')",1
"('よう', '顔')",1
"('思わ', '顔')",1
"('れる', '顔')",1
"('知れ', '顔')",1
"('いくら', '顔')",1
"('だ', '顔')",1
"('って', '顔')",1
"('相応', '顔')",1
"('暑', '顔')",1
"('寒', '顔')",1
"('感じ', '顔')",1
"('し', '春夏')",1
"('し', '秋冬')",1
"('し', '枚')",1
"('し', '看板')",1
"('し', '押し通す')",1
"('し', '至って')",1
"('し', '単純')",1
"('し', '無事')",1
"('し', '銭')",1
"('かから', 'し')",1
"('し', '生涯')",1
"('し', '送っ')",1
"('し', 'れる')",1
"('いくら', 'し')",1
"('し', '相応')",1
"('し', '暑')",1
"('し', '寒')",1
"('し', '感じ')",1
"('春夏', '秋冬')",1
"('一', '春夏')",1
"('春夏', '枚')",1
"('春夏', '看板')",1
"('で', '春夏')",1
"('押し通す', '春夏')",1
"('春夏', '至って')",1
"('単純', '春夏')",1
"('春夏', '無事')",1
"('春夏', '銭')",1
"('かから', '春夏')",1
"('春夏', '生涯')",1
"('春夏', '送っ')",1
"('いる', '春夏')",1
"('よう', '春夏')",1
"('思わ', '春夏')",1
"('れる', '春夏')",1
"('か', '春夏')",1
"('も', '春夏')",1
"('春夏', '知れ')",1
"('いくら', '春夏')",1
"('だ', '春夏')",1
"('って', '春夏')",1
"('春夏', '相応')",1
"('春夏', '暑')",1
"('寒', '春夏')",1
"('感じ', '春夏')",1
"('ある', '春夏')",1
"('一', '秋冬')",1
"('枚', '秋冬')",1
"('看板', '秋冬')",1
"('で', '秋冬')",1
"('押し通す', '秋冬')",1
"('秋冬', '至って')",1
"('単純', '秋冬')",1
"('無事', '秋冬')",1
"('秋冬', '銭')",1
"('かから', '秋冬')",1
"('生涯', '秋冬')",1
"('秋冬', '送っ')",1
"('いる', '秋冬')",1
"('よう', '秋冬')",1
"('思わ', '秋冬')",1
"('れる', '秋冬')",1
"('か', '秋冬')",1
"('も', '秋冬')",1
"('知れ', '秋冬')",1
"('いくら', '秋冬')",1
"('だ', '秋冬')",1
"('って', '秋冬')",1
"('相応', '秋冬')",1
"('暑', '秋冬')",1
"('寒', '秋冬')",1
"('感じ', '秋冬')",1
"('ある', '秋冬')",1
"('一', '枚')",1
